Timestamp,Temperature,Humidity,Pressure,PM1,PM2.5,PM10,CO,VOC,CO2,aqi_dust,aqi_co,aqi_voc,aqi_co2,aqi_dust_predicted,aqi_co_predicted,dust_status,co_status
2024-11-27 13:13:19,10.6,27.5,1424.0,44,16,93,7,12,42,5,1,5,1,3,1,1,1
2024-11-27 13:13:24,10.6,27.5,1424.0,44,16,93,7,12,42,5,1,5,1,3,1,1,1
2024-11-27 13:13:29,19.0,47.200001,2940.0,52,61,83,77,37,98,2,5,1,4,1,3,1,1
2024-11-27 13:13:34,19.0,47.200001,2940.0,52,61,83,77,37,98,2,5,1,4,1,3,1,1
2024-11-27 13:13:39,19.6,79.199997,2252.0,69,48,17,94,8,5,0,3,5,0,2,0,0,1
2024-11-27 13:13:44,19.6,79.199997,2252.0,69,48,17,94,8,5,0,3,5,0,2,0,0,1
2024-11-27 13:13:49,23.1,38.599998,1984.0,85,56,69,32,12,19,1,4,4,3,1,1,0,0
2024-11-27 13:13:54,23.1,38.599998,1984.0,85,56,69,32,12,19,1,4,4,3,1,1,0,0
2024-11-27 13:13:59,24.5,55.799999,1456.0,78,20,137,12,3,39,3,3,4,4,2,2,0,1
2024-11-27 13:14:04,24.5,55.799999,1456.0,78,20,137,12,3,39,3,3,4,4,2,2,0,1
2024-11-27 13:14:09,22.4,25.5,1482.0,0,36,26,37,35,0,3,5,4,1,5,0,0,1
2024-11-27 13:14:14,22.4,25.5,1482.0,0,36,26,37,35,0,3,5,4,1,5,0,0,1
2024-11-27 13:14:19,16.6,45.400002,2145.0,52,11,134,88,37,93,3,2,0,4,4,0,1,1
2024-11-27 13:14:24,16.6,45.400002,2145.0,52,11,134,88,37,93,3,2,0,4,4,0,1,1
2024-11-27 13:14:29,11.7,44.099998,2049.0,50,28,19,88,44,71,0,1,3,1,3,5,1,1
2024-11-27 13:14:34,11.7,44.099998,2049.0,50,28,19,88,44,71,0,1,3,1,3,5,1,1
2024-11-27 13:14:39,12.6,60.299999,1693.0,62,33,89,13,19,78,0,4,5,0,2,1,1,1
2024-11-27 13:14:44,12.6,60.299999,1693.0,62,33,89,13,19,78,0,4,5,0,2,1,1,1
2024-11-27 13:14:49,12.6,27.299999,2268.0,33,82,152,11,7,21,0,4,3,1,0,4,0,0
2024-11-27 13:14:54,12.6,27.299999,2268.0,33,82,152,11,7,21,0,4,3,1,0,4,0,0
2024-11-27 13:14:59,10.7,71.900002,2610.0,11,7,62,35,32,33,5,2,3,2,1,3,1,1
2024-11-27 13:15:04,10.7,71.900002,2610.0,11,7,62,35,32,33,5,2,3,2,1,3,1,1
2024-11-27 13:15:09,13.8,51.799999,1453.0,72,82,114,43,44,47,3,4,3,5,5,0,0,0
2024-11-27 13:15:14,13.8,51.799999,1453.0,72,82,114,43,44,47,3,4,3,5,5,0,0,0
2024-11-27 13:15:19,21.200001,46.200001,2127.0,57,66,155,75,12,57,4,4,3,0,0,1,1,1
2024-11-27 13:15:24,21.200001,46.200001,2127.0,57,66,155,75,12,57,4,4,3,0,0,1,1,1
2024-11-27 13:15:29,14.3,31.700001,1188.0,64,71,188,53,45,60,3,4,5,0,3,2,0,1
2024-11-27 13:15:34,14.3,31.700001,1188.0,64,71,188,53,45,60,3,4,5,0,3,2,0,1
2024-11-27 13:15:39,10.4,62.599998,2562.0,63,139,22,57,45,34,2,3,0,0,2,0,0,0
2024-11-27 13:15:44,10.4,62.599998,2562.0,63,139,22,57,45,34,2,3,0,0,2,0,0,0
2024-11-27 13:15:49,24.6,55.900002,1671.0,61,42,126,37,3,67,1,2,0,3,3,3,0,0
2024-11-27 13:15:54,24.6,55.900002,1671.0,61,42,126,37,3,67,1,2,0,3,3,3,0,0
2024-11-27 13:15:59,23.700001,29.9,2754.0,94,69,77,7,10,97,4,3,0,2,2,2,0,1
2024-11-27 13:16:04,23.700001,29.9,2754.0,94,69,77,7,10,97,4,3,0,2,2,2,0,1
2024-11-27 13:16:09,12.3,38.700001,1805.0,17,58,187,32,20,30,3,3,1,5,3,5,0,0
2024-11-27 13:16:14,12.3,38.700001,1805.0,17,58,187,32,20,30,3,3,1,5,3,5,0,0
2024-11-27 13:16:19,23.6,78.900002,2095.0,10,134,25,31,10,67,5,3,0,3,0,2,1,0
2024-11-27 13:16:24,23.6,78.900002,2095.0,10,134,25,31,10,67,5,3,0,3,0,2,1,0
2024-11-27 13:16:29,22.700001,76.099998,1510.0,3,83,164,62,28,24,1,0,2,1,3,2,1,1
2024-11-27 13:16:34,22.700001,76.099998,1510.0,3,83,164,62,28,24,1,0,2,1,3,2,1,1
2024-11-27 13:16:39,11.8,31.0,1301.0,7,140,108,7,22,70,2,5,2,5,1,2,1,0
2024-11-27 13:16:44,11.8,31.0,1301.0,7,140,108,7,22,70,2,5,2,5,1,2,1,0
2024-11-27 13:16:49,17.200001,41.900002,2573.0,69,140,118,24,30,7,4,5,2,4,5,0,1,0
2024-11-27 13:16:54,17.200001,41.900002,2573.0,69,140,118,24,30,7,4,5,2,4,5,0,1,0
2024-11-27 13:16:59,19.9,36.799999,2842.0,51,129,119,76,34,87,5,4,0,2,2,2,1,1
2024-11-27 13:17:04,19.9,36.799999,2842.0,51,129,119,76,34,87,5,4,0,2,2,2,1,1
2024-11-27 13:17:09,19.799999,77.900002,1300.0,25,128,176,98,36,92,3,5,4,4,4,3,0,0
2024-11-27 13:17:14,19.799999,77.900002,1300.0,25,128,176,98,36,92,3,5,4,4,4,3,0,0
2024-11-27 13:17:19,10.0,32.400002,2838.0,84,17,5,85,13,91,4,1,2,1,2,3,1,1
2024-11-27 13:17:24,10.0,32.400002,2838.0,84,17,5,85,13,91,4,1,2,1,2,3,1,1
2024-11-27 13:17:29,21.6,50.400002,1421.0,38,122,119,18,26,46,5,0,0,3,4,0,0,1
2024-11-27 13:17:34,21.6,50.400002,1421.0,38,122,119,18,26,46,5,0,0,3,4,0,0,1
2024-11-27 13:17:39,10.3,32.099998,1293.0,31,90,107,87,6,10,3,1,5,0,1,2,1,1
2024-11-27 13:17:44,10.3,32.099998,1293.0,31,90,107,87,6,10,3,1,5,0,1,2,1,1
2024-11-27 13:17:49,15.5,42.200001,2523.0,3,146,181,85,43,24,5,3,2,4,1,2,1,1
2024-11-27 13:17:54,15.5,42.200001,2523.0,3,146,181,85,43,24,5,3,2,4,1,2,1,1
2024-11-27 13:17:59,16.299999,40.099998,1616.0,28,119,171,51,27,29,1,2,4,4,3,3,1,0
2024-11-27 13:18:04,16.299999,40.099998,1616.0,28,119,171,51,27,29,1,2,4,4,3,3,1,0
2024-11-27 13:18:09,17.200001,21.700001,2197.0,42,23,180,30,0,65,0,5,1,1,0,5,0,0
2024-11-27 13:18:14,17.200001,21.700001,2197.0,42,23,180,30,0,65,0,5,1,1,0,5,0,0
2024-11-27 13:18:19,24.700001,35.0,2733.0,46,46,51,11,15,79,1,5,2,1,4,0,1,1
2024-11-27 13:18:24,24.700001,35.0,2733.0,46,46,51,11,15,79,1,5,2,1,4,0,1,1
2024-11-27 13:18:29,20.299999,54.200001,2525.0,4,143,84,97,6,76,3,1,1,2,2,3,0,0
